"","RegionID","YearBuilt","CountStructures"
"646","188262","1955",35
"647","189019","1887",35
"648","264176","1955",35
"649","274313","0",35
"650","29210","1919",35
"651","29210","2008",35
"652","29748","1920",35
"653","29812","1969",35
"654","43998","1952",35
"655","4748","1926",35
"656","49764","1943",35
"657","49764","1951",35
"658","189019","1966",34
"659","18995","1984",34
"660","274157","1925",34
"661","275707","1907",34
"662","33500","0",34
"663","34896","1946",34
"664","42217","1972",34
"665","4748","1978",34
"666","55451","1980",34
"667","760927","1941",34
"668","188385","1960",33
"669","21156","2000",33
"670","274464","2011",33
"671","275707","1908",33
"672","29812","1954",33
"673","29812","1966",33
"674","42217","1908",33
"675","43998","1915",33
"676","4748","1952",33
"677","55451","0",33
"678","762011","1988",33
"679","188830","1968",32
"680","189019","1922",32
"681","18995","1958",32
"682","190233","0",32
"683","21156","1984",32
"684","21156","1994",32
"685","275707","2009",32
"686","29210","1989",32
"687","29812","1970",32
"688","32508","1981",32
"689","43998","1941",32
"690","43998","1960",32
"691","43998","1970",32
"692","43998","1996",32
"693","49764","1991",32
"694","738091","1960",32
"695","764251","1900",32
"696","764254","1902",32
"697","16927","1963",31
"698","16927","2011",31
"699","188265","1950",31
"700","188265","1960",31
"701","188830","1950",31
"702","189093","1960",31
"703","18995","1963",31
"704","21156","1957",31
"705","273483","1875",31
"706","273483","1897",31
"707","273483","2015",31
"708","29210","1987",31
"709","29812","1963",31
"710","32508","1953",31
"711","32508","1956",31
"712","396169","1995",31
"713","396668","1990",31
"714","42217","1987",31
"715","43998","1951",31
"716","43998","1961",31
"717","55451","2006",31
"718","764254","1888",31
"719","764254","1892",31
"720","764254","1898",31
"721","16521","0",30
"722","16927","1964",30
"723","16927","1974",30
"724","188830","1923",30
"725","18995","1972",30
"726","21156","1940",30
"727","272945","1905",30
"728","276653","1927",30
"729","29812","1987",30
"730","32508","1985",30
"731","42217","1913",30
"732","4748","1921",30
"733","4748","1924",30
"734","51722","1915",30
"735","55451","1965",30
"736","55451","1982",30
"737","189019","1960",29
"738","189019","2002",29
"739","189093","1950",29
"740","189838","2014",29
"741","190233","1984",29
"742","21156","1953",29
"743","273483","1886",29
"744","275941","1940",29
"745","275941","1992",29
"746","29748","1965",29
"747","29804","1973",29
"748","33500","1956",29
"749","43998","1953",29
"750","4748","1942",29
"751","49764","1928",29
"752","51722","1960",29
"753","16521","1913",28
"754","16927","1971",28
"755","16927","1981",28
"756","16927","2012",28
"757","189019","1965",28
"758","189654","1973",28
"759","20428","1916",28
"760","21156","1964",28
"761","21156","1992",28
"762","272945","1992",28
"763","272945","2008",28
"764","274157","1870",28
"765","274464","1905",28
"766","275833","1923",28
"767","275833","1957",28
"768","275941","1957",28
"769","276653","1912",28
"770","29812","1968",28
"771","32508","1968",28
"772","32508","1974",28
"773","42217","2007",28
"774","4748","1981",28
"775","55451","2004",28
"776","16521","1943",27
"777","16927","1962",27
"778","189694","1960",27
"779","189838","1950",27
"780","189838","1958",27
"781","22667","1923",27
"782","272945","1888",27
"783","274157","2008",27
"784","274157","2010",27
"785","275707","1923",27
"786","275833","2004",27
"787","276653","1930",27
"788","276653","2008",27
"789","29210","1879",27
"790","29748","1968",27
"791","32508","1967",27
"792","33500","1944",27
"793","396668","2011",27
"794","43998","1938",27
"795","4748","1936",27
"796","4748","1954",27
"797","4748","1973",27
"798","55451","1948",27
"799","762011","2007",27
"800","16927","1930",26
"801","189019","1909",26
"802","189654","0",26
"803","189654","1961",26
"804","189838","1960",26
"805","190055","1800",26
"806","20428","0",26
"807","20428","1951",26
"808","20428","1953",26
"809","20428","1992",26
"810","21156","1938",26
"811","21500","1989",26
"812","275707","2003",26
"813","275833","1902",26
"814","275941","1935",26
"815","29748","1961",26
"816","29748","1964",26
"817","29804","1968",26
"818","415711","1935",26
"819","42217","1986",26
"820","43998","1964",26
"821","4748","1900",26
"822","49669","1960",26
"823","49764","2004",26
"824","55451","1940",26
"825","55451","1955",26
"826","760928","0",26
"827","16927","1954",25
"828","189019","1928",25
"829","190233","1996",25
"830","20428","1994",25
"831","21500","1880",25
"832","21500","1970",25
"833","272945","1885",25
"834","272945","1912",25
"835","275707","2015",25
"836","275730","2002",25
"837","276653","1906",25
"838","276653","1924",25
"839","29748","1963",25
"840","29812","1967",25
"841","29812","1972",25
"842","33500","1975",25
"843","43998","1925",25
"844","43998","1989",25
"845","43998","1993",25
"846","4748","1953",25
"847","4748","1967",25
"848","4748","1982",25
"849","49764","1970",25
"850","761759","1920",25
"851","16521","1918",24
"852","16927","1945",24
"853","16927","1959",24
"854","182086","1987",24
"855","188265","1951",24
"856","188830","1943",24
"857","189019","1994",24
"858","22667","1953",24
"859","273483","1867",24
"860","273483","1872",24
"861","274157","1895",24
"862","274157","1905",24
"863","274157","2005",24
"864","274464","1916",24
"865","275707","1965",24
"866","275833","1905",24
"867","275833","2007",24
"868","276619","1908",24
"869","29210","1870",24
"870","29210","1924",24
"871","29210","1929",24
"872","30215","1940",24
"873","415711","1895",24
"874","42217","1968",24
"875","43998","1965",24
"876","43998","1992",24
"877","4748","1895",24
"878","4748","1943",24
"879","49764","1959",24
"880","55451","1954",24
"881","55451","1987",24
"882","760928","1950",24
"883","760929","1950",24
"884","16521","1909",23
"885","16521","1971",23
"886","16927","1967",23
"887","188264","1960",23
"888","189019","1895",23
"889","189019","1964",23
"890","20428","1956",23
"891","20428","1958",23
"892","21156","1945",23
"893","21500","1920",23
"894","274464","1884",23
"895","29210","1915",23
"896","29812","1971",23
"897","30215","0",23
"898","43998","1906",23
"899","43998","1957",23
"900","43998","1958",23
"901","4748","1919",23
"902","4748","1985",23
"903","49764","1950",23
"904","49764","1968",23
"905","51722","1950",23
"906","760929","1933",23
"907","762011","1936",23
"908","762011","1966",23
