"","RegionID","YearBuilt","LU_desc","CountStructures"
"195","180286","1981","SINGLE FAMILY RESIDENTIAL",32
"196","180286","1996","SINGLE FAMILY RESIDENTIAL",32
"197","181226","1965","SFR CONST(SFR)",32
"198","181399","1956","SFR CONST(SFR)",32
"199","181399","1957","SFR CONST(SFR)",32
"200","182408","1966","SINGLE FAMILY RESIDENTIAL",32
"201","762636","1955","SFR CONST(SFR)",32
"202","181399","1955","SFR CONST(SFR)",31
"203","182287","1980","RESIDENTIAL - ONE FAMILY UNIT",31
"204","182408","1995","OFFICE WAREHOUSE",31
"205","183052","1989","SINGLE FAMILY RESIDENTIAL",31
"206","183256","1991","SINGLE FAMILY RESIDENTIAL",31
"207","180286","1988","SINGLE FAMILY RESIDENTIAL",30
"208","182287","1993","RESIDENTIAL - ONE FAMILY UNIT",30
"209","182418","2006","2 FAMILY RES",30
"210","183052","1973","SINGLE FAMILY RESIDENTIAL",30
"211","183256","1972","SINGLE FAMILY RESIDENTIAL",30
"212","762636","1935","SFR CONST(SFR)",30
"213","180286","1997","SINGLE FAMILY RESIDENTIAL",29
"214","182287","1994","RESIDENTIAL - ONE FAMILY UNIT",29
"215","182408","1965","SINGLE FAMILY RESIDENTIAL",29
"216","182408","1984","SINGLE FAMILY RESIDENTIAL",29
"217","182418","2007","SINGLE FAMILY RESIDENTIAL",29
"218","183256","1970","SINGLE FAMILY RESIDENTIAL",29
"219","762636","1940","SFR CONST(SFR)",29
"220","180286","1990","SINGLE FAMILY RESIDENTIAL",28
"221","182287","1945","RESIDENTIAL - ONE FAMILY UNIT",28
"222","182287","1958","RESIDENTIAL - ONE FAMILY UNIT",28
"223","182287","1978","RESIDENTIAL - ONE FAMILY UNIT",28
"224","182408","2007","SINGLE FAMILY RESIDENTIAL",28
"225","183052","2011","SINGLE FAMILY RESIDENTIAL",28
"226","183256","1988","SINGLE FAMILY RESIDENTIAL",28
"227","762635","1973","SFR CONST(SFR)",28
"228","762636","1947","SFR CONST(SFR)",28
"229","180286","0","OWNERS ASSOCIATION COMMON AREA",27
"230","180286","1993","SINGLE FAMILY RESIDENTIAL",27
"231","182287","1968","RESIDENTIAL - ONE FAMILY UNIT",27
"232","182287","1970","RESIDENTIAL - ONE FAMILY UNIT",27
"233","182408","1994","SINGLE FAMILY RESIDENTIAL",27
"234","180317","1997","SFR CONST(SFR)",26
"235","182418","2012","SINGLE FAMILY RESIDENTIAL",26
"236","183052","1985","SINGLE FAMILY RESIDENTIAL",26
"237","183256","1983","SINGLE FAMILY RESIDENTIAL",26
"238","762635","1971","SFR CONST(SFR)",26
"239","762635","1974","SFR CONST(SFR)",26
"240","180286","1976","SINGLE FAMILY RESIDENTIAL",25
"241","182101","1971","SFR CONST(SFR)",25
"242","182287","1977","RESIDENTIAL - ONE FAMILY UNIT",25
"243","182287","1997","RESIDENTIAL - ONE FAMILY UNIT",25
"244","182408","1998","OFFICE WAREHOUSE",25
"245","182408","2013","SINGLE FAMILY RESIDENTIAL",25
"246","182418","2011","SINGLE FAMILY RESIDENTIAL",25
"247","183052","1983","SINGLE FAMILY RESIDENTIAL",25
"248","180286","1978","SINGLE FAMILY RESIDENTIAL",24
"249","180924","1956","SFR CONST(SFR)",24
"250","182408","1981","SINGLE FAMILY RESIDENTIAL",24
"251","262965","2006","SFR CONST(SFR)",24
"252","267139","1961","SFR CONST(SFR)",24
"253","762636","1948","SFR CONST(SFR)",24
"254","180317","2005","SFR CONST(SFR)",23
"255","181399","1960","SFR CONST(SFR)",23
"256","182408","1993","SINGLE FAMILY RESIDENTIAL",23
"257","182418","0","FORESTRY & RELATED",23
"258","183052","1982","SINGLE FAMILY RESIDENTIAL",23
"259","183256","2008","SINGLE FAMILY RESIDENTIAL",23
"260","184182","1976","SINGLE FAMILY RESIDENTIAL",23
"261","184182","1981","SINGLE FAMILY RESIDENTIAL",23
"262","184182","1987","SINGLE FAMILY RESIDENTIAL",23
"263","184182","1998","SINGLE FAMILY ATT CONDO",23
"264","184182","2010","SINGLE FAMILY RESIDENTIAL",23
"265","210150","1965","SFR CONST(SFR)",23
"266","762636","1951","SFR CONST(SFR)",23
"267","180286","1983","SINGLE FAMILY RESIDENTIAL",22
"268","180286","1984","SINGLE FAMILY RESIDENTIAL",22
"269","180286","2014","SINGLE FAMILY RESIDENTIAL",22
"270","180317","1988","SFR CONST(SFR)",22
"271","180924","1959","SFR CONST(SFR)",22
"272","182287","1956","RESIDENTIAL - ONE FAMILY UNIT",22
"273","182287","1995","RESIDENTIAL - ONE FAMILY UNIT",22
"274","182287","2008","RESIDENTIAL - ONE FAMILY UNIT",22
"275","182408","2014","SINGLE FAMILY RESIDENTIAL",22
"276","183256","1987","SINGLE FAMILY RESIDENTIAL",22
"277","184182","2002","CONDOMINIUM (RESIDENTIAL)",22
"278","184182","2006","STRIP RETAIL CENTER",22
"279","210150","1964","SFR CONST(SFR)",22
"280","181399","1961","SFR CONST(SFR)",21
"281","182101","1960","SFR CONST(SFR)",21
"282","182287","1953","RESIDENTIAL - ONE FAMILY UNIT",21
"283","182287","1954","RESIDENTIAL - ONE FAMILY UNIT",21
"284","182287","1967","RESIDENTIAL - ONE FAMILY UNIT",21
"285","182287","1969","RESIDENTIAL - ONE FAMILY UNIT",21
"286","182287","1987","RESIDENTIAL - ONE FAMILY UNIT",21
"287","182287","1989","RESIDENTIAL - ONE FAMILY UNIT",21
"288","182683","2007","SFR CONST(SFR)",21
"289","183256","1978","SINGLE FAMILY RESIDENTIAL",21
"290","762636","1930","SFR CONST(SFR)",21
"291","180286","1965","SINGLE FAMILY RESIDENTIAL",20
"292","180286","1973","SINGLE FAMILY RESIDENTIAL",20
"293","180286","1977","SINGLE FAMILY RESIDENTIAL",20
"294","180286","1999","TOWNHOUSE",20
"295","181226","1962","SFR CONST(SFR)",20
"296","182081","1940","SINGLE FAMILY RESIDENTIAL",20
"297","182287","0","COMM-GENERAL COMMERCIAL USE",20
"298","182287","1979","RESIDENTIAL - ONE FAMILY UNIT",20
"299","182287","1988","RESIDENTIAL - ONE FAMILY UNIT",20
"300","210150","1987","SFR CONST(SFR)",20
"301","262965","2007","SFR CONST(SFR)",20
"302","267139","1958","SFR CONST(SFR)",20
"303","267139","1964","SFR CONST(SFR)",20
"304","180286","1991","SINGLE FAMILY RESIDENTIAL",19
"305","180317","1986","SFR CONST(SFR)",19
"306","182287","0","SERV-RELIGIOUS USE, EXEMPT",19
