"","RegionID","YearBuilt","LU_desc","CountStructures"
"1838","124728","1959","WAREHOUSE - STORAGE",2
"1839","124728","1963","SINGLE FAMILY RESIDENTIAL",2
"1840","124728","1964","SINGLE FAMILY RESIDENTIAL",2
"1841","124728","1970","MOBILE HOMES",2
"1842","124728","1972","MOBILE HOMES",2
"1843","124728","1976","MOBILE HOMES",2
"1844","124728","1976","SINGLE FAMILY RESIDENTIAL",2
"1845","124728","1981","MOBILE HOMES",2
"1846","124728","1986","SINGLE FAMILY RESIDENTIAL",2
"1847","124728","1988","MOBILE HOMES",2
"1848","124728","1990","SINGLE FAMILY RESIDENTIAL",2
"1849","124728","1992","MOBILE HOMES",2
"1850","124728","1994","MOBILE HOMES",2
"1851","124728","1998","SINGLE FAMILY RESIDENTIAL",2
"1852","124728","1999","SINGLE FAMILY RESIDENTIAL",2
"1853","124728","2003","MOBILE HOMES",2
"1854","124728","2004","SINGLE FAMILY RESIDENTIAL",2
"1855","124728","2007","MULTI-FAMILY RESIDENTIAL",2
"1856","124728","2010","SINGLE FAMILY RESIDENTIAL",2
"1857","125152","0","IMPROVED-USE NOT SPECIFIED",2
"1858","125152","0","RESIDENTIAL COMMON AREA",2
"1859","125152","0","VACANT LAND",2
"1860","125152","1940","SINGLE FAMILY RESIDENTIAL",2
"1861","125152","1955","HOTEL, MOTEL",2
"1862","125152","1955","MULTI-FAMILY RESIDENTIAL",2
"1863","125152","1956","HOTEL, MOTEL",2
"1864","125152","1958","MULTI-FAMILY RESIDENTIAL",2
"1865","125152","1970","MULTI-FAMILY RESIDENTIAL",2
"1866","125152","1971","RESTAURANT, CAFETERIA",2
"1867","125152","1972","MOBILE HOMES",2
"1868","125152","1972","RESTAURANT, CAFETERIA",2
"1869","125152","1973","STORES, ONE STORY",2
"1870","125152","1973","TOWNHOUSE",2
"1871","125152","1974","STORES, ONE STORY",2
"1872","125152","1984","OFFICE BUILDING",2
"1873","125152","1985","OFFICE BUILDING",2
"1874","125152","1987","MOBILE HOMES",2
"1875","125152","1988","MULTI-FAMILY RESIDENTIAL",2
"1876","125152","1989","OFFICE BUILDING",2
"1877","125152","1991","MOBILE HOMES",2
"1878","125152","1992","MOBILE HOMES",2
"1879","125152","1993","MOBILE HOMES",2
"1880","125152","1994","MULTI-FAMILY RESIDENTIAL",2
"1881","125152","2002","COMMERCIAL CONDO",2
"1882","125152","2002","STORES, ONE STORY",2
"1883","125152","2006","COMMERCIAL CONDO",2
"1884","125152","2006","MULTI-FAMILY RESIDENTIAL",2
"1885","125152","2007","MULTI-FAMILY RESIDENTIAL",2
"1886","125152","2009","MOBILE HOMES",2
"1887","125152","2010","MOBILE HOMES",2
"1888","125152","2012","SINGLE FAMILY RESIDENTIAL",2
"1889","125855","0","UTILITIES",2
"1890","125855","0","VACANT LAND",2
"1891","125855","1940","SINGLE FAMILY RESIDENTIAL",2
"1892","125855","1943","SINGLE FAMILY RESIDENTIAL",2
"1893","125855","1946","SINGLE FAMILY RESIDENTIAL",2
"1894","125855","1956","OFFICE BUILDING",2
"1895","125855","1960","OFFICE BUILDING",2
"1896","125855","1971","MULTI-FAMILY RESIDENTIAL",2
"1897","125855","1974","STORES, ONE STORY",2
"1898","125855","1978","MULTI-FAMILY RESIDENTIAL",2
"1899","125855","1979","MOBILE HOMES",2
"1900","125855","1980","MOBILE HOMES",2
"1901","125855","1982","MOBILE HOMES",2
"1902","125855","1985","MOBILE HOMES",2
"1903","125855","1986","OFFICE BUILDING",2
"1904","125855","1986","REPAIR SERVICE SHOP",2
